0,4796
0.1,12
0.2,35
0.3,69
0.4,131
0.5,121
0.6,145
0.7,113
0.8,93
0.9,62
1,70
1.1,36
1.2,52
1.3,33
1.4,41
1.5,27
1.6,39
1.7,16
1.8,24
1.9,12
2,9
2.1,7
2.2,7
2.3,7
2.4,2
2.5,3
2.6,1
2.7,4
2.8,2
2.9,3
3,3
3.1,2
3.2,1
3.3,2
3.4,2
3.5,0
3.6,2
3.7,0
3.8,0
3.9,0
4,1
4.1,0
4.2,1
4.3,1
4.4,1
4.5,1
4.6,0
4.7,0
4.8,0
4.9,1
5,0
5.1,0
5.2,0
5.3,0
5.4,0
5.5,0
5.6,0
5.7,0
5.8,0
5.9,1
6,0
6.1,1
